EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,EducationLevel,EducationField,BusinessTravel,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrentManager,TrainingTimesLastYear,StockOptionLevel,OverTime,Salary,MonthlyIncome,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
1147,22,Male,Married,Sales,Sales Manager,Bachelor's,Other,Travel_Rarely,1,5,4,1,0.0,1,3.0,1,No,65130.0,5427.0,2.0,3.0,3,2,4,3,No
1148,24,Female,Married,IT Support,Support Specialist,Bachelor's,Marketing,Travel_Rarely,15,1,6,21,1.0,1,2.0,1,Yes,65003.0,5416.0,3.0,1.0,2,3,1,3,No
1149,42,Male,Married,IT Support,Systems Analyst,Bachelor's,Technical Degree,Travel_Rarely,1,0,6,1,1.0,1,4.0,0,No,58416.0,,2.0,2.0,4,3,2,3,Yes
1150,52,Female,Married,Sales,Sales Representative,Associate,Technical Degree,Travel_Rarely,12,0,5,1,1.0,1,,0,Yes,54523.0,4543.0,4.0,4.0,2,1,1,4,Yes
1151,32,Male,Married,HR,Training Specialist,Bachelor's,Technical Degree,Non-Travel,2,0,12,6,0.0,2,6.0,0,No,67204.0,5600.0,3.0,1.0,4,2,4,3,No
1152,28,Female,Divorced,Sales,Sales Representative,Bachelor's,Life Sciences,Non-Travel,9,1,2,0,0.0,0,6.0,0,No,50665.0,4222.0,2.0,2.0,3,4,2,3,Yes
1153,33,Female,Divorced,Operations,Supply Chain Executive,Bachelor's,Medical,Non-Travel,1,3,7,6,1.0,5,1.0,1,No,56849.0,4737.0,3.0,1.0,2,4,1,4,No
1154,37,Female,Married,HR,Recruiter,Master's,Other,Travel_Rarely,11,0,9,6,2.0,0,0.0,1,No,66346.0,5528.0,3.0,4.0,4,4,1,3,No
1155,22,Male,Divorced,Operations,Logistics Coordinator,PhD,Marketing,Travel_Frequently,5,2,4,4,4.0,4,1.0,1,No,81066.0,6755.0,1.0,4.0,3,1,4,3,Yes
1156,44,Female,Married,Finance,Finance Manager,Bachelor's,Medical,Travel_Frequently,6,3,7,4,0.0,0,3.0,1,No,75671.0,6305.0,1.0,1.0,1,4,1,3,No
1157,31,Female,Single,IT Support,Systems Analyst,PhD,Medical,Travel_Frequently,6,4,5,1,1.0,0,1.0,0,No,95830.0,,3.0,1.0,3,3,1,3,No
1158,52,Male,Single,Marketing,Brand Executive,Master's,Other,Travel_Rarely,2,7,8,1,0.0,1,6.0,1,No,87391.0,7282.0,2.0,2.0,4,1,1,4,Yes
1159,33,Male,Single,Engineering,Senior Engineer,Bachelor's,Other,Travel_Rarely,5,0,15,12,4.0,10,4.0,1,No,106724.0,8893.0,3.0,2.0,4,2,2,3,No
1160,25,Female,Divorced,Marketing,Marketing Manager,PhD,Human Resources,Non-Travel,9,1,6,1,0.0,0,1.0,0,No,80245.0,6687.0,1.0,2.0,1,4,3,4,No
1161,35,Male,Married,Marketing,Content Strategist,Master's,Other,Travel_Rarely,5,1,17,15,0.0,0,6.0,3,No,88874.0,7406.0,3.0,2.0,2,4,3,3,No
1162,46,Male,Married,Engineering,Senior Engineer,Bachelor's,Human Resources,Travel_Frequently,8,3,4,0,0.0,0,6.0,1,No,89199.0,7433.0,3.0,3.0,2,4,4,3,No
1163,26,Female,Single,Engineering,Software Engineer,Bachelor's,Life Sciences,Travel_Frequently,1,2,3,0,0.0,0,4.0,0,No,71027.0,5918.0,4.0,3.0,4,4,4,3,Yes
1164,35,Female,Married,Engineering,Senior Engineer,PhD,Medical,Travel_Rarely,1,0,2,1,1.0,1,0.0,1,No,104418.0,8701.0,1.0,3.0,4,2,1,3,No
1165,31,Male,Married,Finance,Accountant,Associate,Other,Non-Travel,21,3,11,4,2.0,4,5.0,2,No,88626.0,7385.0,3.0,3.0,2,3,2,4,No
1166,22,Male,Single,Sales,Account Manager,Master's,Marketing,Travel_Frequently,6,2,4,6,0.0,6,,0,No,61278.0,5106.0,1.0,4.0,4,3,1,3,No
1167,40,Male,Divorced,Engineering,Senior Engineer,Master's,Life Sciences,Non-Travel,1,4,3,0,0.0,0,0.0,1,No,103538.0,8628.0,1.0,4.0,3,4,2,3,No
1168,52,Female,Single,IT Support,Systems Analyst,Bachelor's,Technical Degree,Non-Travel,14,0,7,1,,1,3.0,0,No,68298.0,5691.0,3.0,1.0,1,2,2,4,No
1169,48,Female,Single,Finance,Finance Manager,Bachelor's,Human Resources,Non-Travel,24,7,5,0,0.0,0,5.0,3,No,71883.0,5990.0,,2.0,4,3,4,4,No
1170,44,Male,Single,Marketing,Marketing Manager,High School,Technical Degree,Travel_Rarely,20,1,7,4,0.0,4,1.0,1,No,47652.0,3971.0,1.0,3.0,1,4,3,3,No
1171,34,Female,Married,HR,Recruiter,Associate,Medical,Travel_Rarely,8,2,4,4,0.0,1,5.0,3,Yes,50725.0,4227.0,1.0,1.0,2,4,1,3,Yes
1172,47,Female,Single,Finance,Finance Manager,PhD,Technical Degree,Non-Travel,1,3,4,2,0.0,2,2.0,1,No,99595.0,8299.0,1.0,2.0,2,1,2,3,No
1173,35,Male,Single,Marketing,Brand Executive,Bachelor's,Marketing,Travel_Frequently,6,0,4,3,2.0,1,2.0,0,Yes,64613.0,5384.0,3.0,1.0,2,3,2,3,Yes
1174,55,Male,Divorced,Finance,Finance Manager,Master's,Medical,Travel_Frequently,5,5,6,2,0.0,0,6.0,3,Yes,87018.0,7251.0,2.0,,4,1,2,3,Yes
1175,44,Male,Married,IT Support,Network Engineer,Master's,Other,Non-Travel,7,1,5,2,2.0,2,6.0,2,Yes,74357.0,6196.0,1.0,1.0,1,2,4,4,Yes
1176,43,Female,Married,Sales,Sales Representative,Associate,Human Resources,Travel_Rarely,20,1,4,3,2.0,2,2.0,1,Yes,57247.0,4770.0,1.0,4.0,4,2,3,3,Yes
1177,41,Female,Single,Marketing,Content Strategist,Bachelor's,Human Resources,Non-Travel,2,3,13,10,1.0,1,2.0,1,No,84596.0,7049.0,2.0,4.0,2,2,1,4,No
1178,22,Male,Single,Operations,Supply Chain Executive,Bachelor's,Medical,Non-Travel,1,4,4,2,0.0,0,5.0,0,Yes,62778.0,5231.0,3.0,1.0,4,3,2,4,No
1179,22,Female,Divorced,Sales,Sales Manager,Bachelor's,Technical Degree,Travel_Frequently,1,2,4,9,1.0,2,5.0,0,Yes,59990.0,4999.0,2.0,2.0,2,3,3,4,Yes
1180,35,Female,Single,HR,HR Manager,Master's,Technical Degree,Non-Travel,13,0,4,1,0.0,1,1.0,2,No,60037.0,5003.0,1.0,,2,1,4,1,Yes
1181,35,Male,Married,HR,Recruiter,Associate,Medical,Travel_Frequently,9,0,3,1,1.0,1,1.0,1,No,45726.0,3810.0,3.0,1.0,3,4,1,3,No
1182,40,Female,Single,Legal,Legal Executive,Bachelor's,Human Resources,Travel_Rarely,1,0,9,2,2.0,2,5.0,3,Yes,77184.0,6432.0,2.0,4.0,3,3,2,3,Yes
1183,43,Male,Married,Sales,Sales Manager,Master's,Human Resources,Non-Travel,7,1,2,2,2.0,1,5.0,2,No,72679.0,6056.0,4.0,2.0,3,1,2,3,Yes
1184,47,Male,Married,Operations,Logistics Coordinator,High School,Medical,Travel_Rarely,1,0,5,0,0.0,0,3.0,1,No,50894.0,4241.0,1.0,1.0,1,4,4,4,Yes
1185,42,Male,Single,IT Support,IT Technician,Master's,Human Resources,Non-Travel,5,2,1,1,1.0,1,1.0,2,Yes,65567.0,5463.0,1.0,3.0,1,3,3,4,Yes
1186,35,Female,Married,Engineering,Software Engineer,Bachelor's,Human Resources,Travel_Rarely,6,1,0,0,0.0,0,3.0,1,No,71022.0,5918.0,2.0,4.0,2,1,1,3,No
1187,28,Male,Married,Finance,Finance Manager,Bachelor's,Life Sciences,Travel_Rarely,1,0,4,0,0.0,0,5.0,1,No,80026.0,6668.0,4.0,2.0,1,3,1,3,No
1188,39,Female,Divorced,Engineering,Software Engineer,Bachelor's,Other,Travel_Rarely,10,4,9,5,1.0,5,5.0,1,Yes,79657.0,6638.0,1.0,3.0,4,4,4,4,Yes
1189,37,Female,Married,IT Support,Network Engineer,Bachelor's,Life Sciences,Non-Travel,1,3,3,3,3.0,3,3.0,3,No,63887.0,5323.0,3.0,1.0,2,1,1,4,No
1190,39,Female,Married,Sales,Sales Representative,Master's,Technical Degree,Non-Travel,9,0,11,11,0.0,3,1.0,3,No,77026.0,6418.0,3.0,1.0,4,1,2,3,Yes
1191,45,Male,Divorced,Marketing,Marketing Manager,Associate,Technical Degree,Travel_Rarely,13,6,10,6,0.0,0,2.0,2,No,68196.0,5683.0,2.0,3.0,3,1,1,3,No
1192,33,Male,Married,Sales,Sales Representative,Associate,Medical,Travel_Rarely,15,0,3,2,2.0,2,,1,Yes,49337.0,4111.0,1.0,1.0,1,3,3,4,Yes
1193,34,Female,Single,Sales,Sales Manager,Bachelor's,Medical,Travel_Frequently,7,2,4,1,1.0,1,6.0,2,Yes,55148.0,4595.0,3.0,2.0,1,4,3,4,Yes
1194,36,Male,Single,Legal,Legal Advisor,PhD,Medical,Travel_Rarely,9,2,5,3,0.0,0,3.0,1,No,113671.0,9472.0,3.0,3.0,4,1,2,3,No
1195,22,Male,Single,Operations,Operations Manager,Bachelor's,Medical,Travel_Rarely,1,0,4,8,4.0,7,3.0,0,Yes,60177.0,5014.0,2.0,1.0,2,2,2,4,Yes
1196,29,Female,Married,Marketing,Content Strategist,Bachelor's,Technical Degree,Non-Travel,15,3,9,3,1.0,2,4.0,1,No,76695.0,6391.0,1.0,2.0,3,4,4,3,Yes
1197,42,Male,Single,Finance,Financial Analyst,Bachelor's,Technical Degree,Travel_Rarely,1,0,3,1,1.0,0,6.0,2,No,72643.0,6053.0,2.0,2.0,2,2,3,3,No
1198,38,Male,Married,Sales,Sales Representative,PhD,Other,Non-Travel,6,0,8,4,0.0,1,1.0,1,No,95301.0,7941.0,3.0,3.0,3,4,4,4,No
1199,49,Female,Married,IT Support,IT Technician,High School,Other,Travel_Rarely,17,4,4,1,1.0,1,2.0,2,Yes,42929.0,3577.0,3.0,3.0,1,4,1,3,Yes
1200,42,Male,Married,Finance,Accountant,Associate,Medical,Travel_Frequently,29,1,6,0,0.0,0,3.0,1,Yes,65240.0,5436.0,4.0,3.0,2,1,4,4,No
1201,38,Female,Divorced,Marketing,Content Strategist,Master's,Medical,Travel_Rarely,6,2,1,0,0.0,0,5.0,2,No,74293.0,,3.0,2.0,2,3,1,3,No
1202,48,Female,Single,HR,Recruiter,Master's,Medical,Travel_Frequently,20,1,13,7,2.0,1,0.0,2,Yes,84101.0,7008.0,4.0,3.0,3,3,3,3,No
1203,42,Male,Divorced,Engineering,DevOps Engineer,Master's,Human Resources,Travel_Rarely,13,0,3,1,1.0,1,4.0,2,No,101504.0,8458.0,3.0,4.0,1,2,2,4,No
1204,29,Male,Married,HR,Recruiter,Master's,Medical,Travel_Rarely,2,0,6,2,0.0,2,1.0,1,No,73449.0,6120.0,2.0,,1,1,4,3,Yes
1205,36,Female,Married,Engineering,Senior Engineer,Master's,Other,Travel_Frequently,1,0,11,4,2.0,0,6.0,2,No,114522.0,9543.0,4.0,1.0,1,2,3,4,No
1206,34,Female,Single,Sales,Sales Manager,Bachelor's,Marketing,Travel_Rarely,11,2,7,1,1.0,1,4.0,1,No,59783.0,4981.0,3.0,2.0,1,1,3,4,Yes
1207,38,Female,Married,HR,Recruiter,PhD,Technical Degree,Non-Travel,8,1,9,3,3.0,0,4.0,0,Yes,85908.0,7159.0,4.0,1.0,2,2,2,3,No
1208,31,Male,Married,Sales,Sales Representative,Master's,Marketing,Non-Travel,1,4,7,2,,0,2.0,1,Yes,73739.0,6144.0,1.0,1.0,1,1,4,3,Yes
1209,38,Female,Married,Sales,Account Manager,Bachelor's,Life Sciences,Travel_Rarely,1,0,10,9,2.0,0,,0,No,64158.0,5346.0,4.0,1.0,1,3,1,4,No
1210,22,Male,Single,Marketing,Content Strategist,Master's,Marketing,Travel_Rarely,1,2,4,2,1.0,2,,2,Yes,75760.0,6313.0,2.0,4.0,3,2,1,2,No
1211,27,Male,Divorced,HR,HR Executive,Master's,Life Sciences,Travel_Rarely,3,9,8,3,1.0,3,0.0,2,Yes,58777.0,4898.0,4.0,3.0,3,4,1,3,No
1212,41,Male,Single,Operations,Logistics Coordinator,Master's,Life Sciences,Non-Travel,44,6,7,2,0.0,1,6.0,0,Yes,63148.0,5262.0,2.0,3.0,3,4,3,4,Yes
1213,46,Female,Married,IT Support,Support Specialist,Bachelor's,Technical Degree,Travel_Rarely,8,1,8,3,0.0,3,3.0,2,No,73220.0,6101.0,2.0,1.0,2,1,2,3,No
1214,37,Male,Divorced,HR,Training Specialist,Master's,Human Resources,Travel_Frequently,4,0,4,0,0.0,0,5.0,0,Yes,58857.0,4904.0,2.0,4.0,4,1,4,3,Yes
1215,36,Male,Married,Marketing,Content Strategist,Bachelor's,Other,Travel_Rarely,1,3,4,1,0.0,1,4.0,2,No,70945.0,5912.0,4.0,3.0,4,2,1,2,No
1216,42,Male,Single,HR,HR Executive,Master's,Marketing,Non-Travel,1,4,6,3,3.0,0,3.0,0,No,74796.0,6233.0,2.0,4.0,4,2,1,3,No
1217,44,Male,Single,Operations,Operations Manager,PhD,Other,Travel_Rarely,3,0,14,9,0.0,0,0.0,2,No,103536.0,8628.0,1.0,1.0,3,2,4,4,No
1218,33,Female,Single,Operations,Logistics Coordinator,Master's,Marketing,Travel_Rarely,15,0,2,0,0.0,0,0.0,0,No,65664.0,5472.0,2.0,1.0,3,3,3,3,Yes
1219,58,Male,Single,HR,Training Specialist,Associate,Human Resources,Travel_Frequently,9,0,10,6,0.0,6,5.0,2,No,59268.0,4939.0,4.0,2.0,4,2,3,3,No
1220,33,Male,Divorced,Legal,Contracts Manager,Master's,Human Resources,Non-Travel,30,1,5,2,,2,3.0,1,Yes,95904.0,7992.0,1.0,4.0,4,2,2,4,Yes
1221,36,Male,Single,Operations,Logistics Coordinator,Bachelor's,Human Resources,Travel_Frequently,8,1,5,2,2.0,0,4.0,0,No,48110.0,4009.0,3.0,4.0,2,2,4,3,No
1222,22,Female,Married,Operations,Operations Analyst,Bachelor's,Human Resources,Travel_Frequently,47,0,4,2,2.0,1,5.0,1,No,47709.0,3975.0,2.0,2.0,3,1,3,3,Yes
1223,30,Male,Single,Finance,Auditor,Master's,Human Resources,Non-Travel,8,2,5,0,0.0,0,0.0,1,Yes,97077.0,8089.0,1.0,2.0,3,2,3,4,Yes
1224,32,Male,Married,Sales,Account Manager,Master's,Life Sciences,Travel_Rarely,6,1,5,1,1.0,1,5.0,0,No,72809.0,6067.0,2.0,3.0,1,4,4,3,No
1225,23,Male,Divorced,Sales,Account Manager,Bachelor's,Technical Degree,Travel_Rarely,29,0,5,2,1.0,0,1.0,3,No,56518.0,4709.0,3.0,2.0,2,3,4,3,No
1226,33,Female,Single,Engineering,DevOps Engineer,High School,Marketing,Travel_Rarely,1,1,4,0,0.0,0,4.0,0,No,68307.0,5692.0,3.0,1.0,3,4,2,2,No
1227,27,Female,Single,Finance,Auditor,Master's,Human Resources,Travel_Rarely,1,4,9,3,1.0,0,2.0,0,No,89441.0,7453.0,2.0,2.0,1,2,4,3,Yes
1228,35,Female,Divorced,Operations,Supply Chain Executive,Bachelor's,Medical,Travel_Frequently,5,3,2,1,1.0,1,4.0,0,No,50838.0,4236.0,1.0,1.0,3,4,2,4,Yes
1229,29,Female,Single,Operations,Logistics Coordinator,PhD,Life Sciences,Travel_Rarely,2,3,8,5,0.0,0,2.0,1,No,94844.0,7903.0,1.0,3.0,4,4,1,3,No
1230,45,Male,Divorced,HR,HR Executive,Master's,Medical,Travel_Rarely,8,0,13,7,2.0,6,0.0,0,No,79449.0,6620.0,1.0,2.0,4,1,2,2,Yes
1231,25,Female,Married,Finance,Financial Analyst,Bachelor's,Medical,Travel_Rarely,12,2,6,6,1.0,0,5.0,1,No,67361.0,5613.0,4.0,4.0,3,1,4,4,Yes
1232,36,Male,Single,Sales,Sales Executive,Bachelor's,Human Resources,Travel_Rarely,3,0,9,7,0.0,7,1.0,1,Yes,68238.0,,1.0,3.0,4,4,4,4,Yes
1233,46,Female,Married,IT Support,Network Engineer,PhD,Medical,Travel_Frequently,15,0,7,4,0.0,1,4.0,1,No,91821.0,7651.0,3.0,1.0,2,1,1,1,Yes
1234,30,Male,Single,Marketing,Content Strategist,Bachelor's,Other,Non-Travel,13,2,8,2,0.0,2,4.0,1,No,65328.0,5444.0,3.0,2.0,1,2,1,4,No
1235,24,Female,Divorced,Finance,Financial Analyst,Bachelor's,Medical,Travel_Rarely,5,5,5,0,,0,4.0,1,No,87053.0,7254.0,2.0,1.0,3,1,2,3,No
1236,31,Male,Single,HR,Recruiter,Master's,Technical Degree,Non-Travel,7,3,4,1,0.0,1,3.0,1,No,65296.0,5441.0,2.0,4.0,3,3,2,4,Yes
1237,40,Male,Married,Finance,Auditor,Bachelor's,Medical,Travel_Frequently,4,1,6,0,0.0,0,5.0,0,No,68698.0,5724.0,2.0,2.0,3,1,1,4,No
1238,45,Female,Married,IT Support,Systems Analyst,PhD,Human Resources,Travel_Frequently,1,5,3,2,2.0,0,6.0,0,No,73375.0,6114.0,4.0,2.0,3,4,2,4,No
1239,23,Male,Married,Engineering,DevOps Engineer,Bachelor's,Life Sciences,Travel_Frequently,9,0,5,7,4.0,0,6.0,3,No,82069.0,6839.0,2.0,2.0,4,2,2,3,No
1240,44,Male,Single,Legal,Legal Executive,High School,Technical Degree,Travel_Rarely,1,1,22,17,2.0,4,0.0,3,No,90866.0,7572.0,1.0,2.0,3,4,4,4,No
1241,39,Male,Married,Finance,Finance Manager,Bachelor's,Human Resources,Travel_Rarely,4,3,13,7,1.0,0,3.0,2,No,85839.0,7153.0,1.0,3.0,4,2,4,3,No
1242,30,Male,Married,Sales,Sales Manager,Bachelor's,Medical,Non-Travel,18,2,8,6,0.0,2,2.0,1,No,65935.0,5494.0,2.0,2.0,2,3,1,4,No
1243,30,Female,Single,Legal,Contracts Manager,Bachelor's,Medical,Non-Travel,2,0,9,2,2.0,2,4.0,3,No,95562.0,7963.0,2.0,2.0,1,2,1,3,No
1244,40,Female,Married,Sales,Account Manager,PhD,Medical,Travel_Rarely,8,0,10,9,0.0,2,1.0,1,No,97362.0,8113.0,4.0,2.0,2,4,2,4,No
1245,46,Male,Single,HR,Recruiter,PhD,Human Resources,Travel_Rarely,1,3,8,3,3.0,3,4.0,1,Yes,88688.0,7390.0,1.0,1.0,2,4,2,3,No
1246,30,Male,Divorced,Engineering,Software Engineer,Bachelor's,Medical,Travel_Rarely,18,9,9,6,0.0,0,6.0,2,No,83056.0,6921.0,4.0,4.0,3,1,4,3,No
1247,28,Male,Divorced,Engineering,DevOps Engineer,Associate,Technical Degree,Non-Travel,1,0,10,5,0.0,0,0.0,0,Yes,84961.0,7080.0,4.0,3.0,2,1,1,3,Yes
1248,22,Female,Married,Operations,Logistics Coordinator,Bachelor's,Medical,Non-Travel,7,1,4,0,0.0,0,3.0,0,No,48284.0,4023.0,4.0,3.0,3,4,2,3,No
1249,30,Female,Married,Legal,Legal Executive,PhD,Human Resources,Travel_Rarely,8,2,9,3,2.0,0,6.0,0,No,119567.0,9963.0,2.0,1.0,2,4,2,3,No
1250,37,Male,Married,Sales,Sales Manager,Bachelor's,Other,Travel_Frequently,3,3,2,0,0.0,0,0.0,1,Yes,47369.0,3947.0,4.0,4.0,1,1,3,3,No
1251,44,Male,Divorced,IT Support,Network Engineer,Master's,Human Resources,Travel_Frequently,2,1,10,3,1.0,0,4.0,1,No,88328.0,7360.0,4.0,4.0,1,2,3,3,No
1252,42,Male,Divorced,HR,HR Executive,Bachelor's,Other,Non-Travel,9,1,3,0,0.0,0,5.0,1,No,58304.0,4858.0,3.0,4.0,3,4,4,3,No
1253,46,Male,Married,Finance,Finance Manager,Bachelor's,Marketing,Non-Travel,27,0,5,0,0.0,0,4.0,0,No,82007.0,6833.0,4.0,1.0,3,2,4,3,No
1254,41,Female,Married,Finance,Finance Manager,Master's,Technical Degree,Travel_Rarely,16,0,4,3,0.0,0,6.0,3,No,76947.0,6412.0,4.0,4.0,1,4,1,3,No
1255,22,Male,Married,Marketing,Content Strategist,Bachelor's,Marketing,Non-Travel,5,1,4,12,4.0,0,2.0,0,Yes,61444.0,5120.0,3.0,1.0,4,3,1,3,No
1256,37,Male,Married,Finance,Accountant,PhD,Other,Non-Travel,11,1,9,2,1.0,0,2.0,0,No,101946.0,8495.0,2.0,3.0,2,2,2,4,Yes
1257,50,Male,Married,Engineering,DevOps Engineer,Master's,Human Resources,Travel_Rarely,23,1,11,6,0.0,0,2.0,0,No,106816.0,8901.0,3.0,4.0,3,4,2,4,No
1258,31,Female,Divorced,HR,HR Executive,Bachelor's,Technical Degree,Non-Travel,2,5,7,0,0.0,0,5.0,0,No,52368.0,,3.0,4.0,2,4,1,4,No
1259,28,Female,Single,IT Support,IT Technician,Bachelor's,Human Resources,Non-Travel,17,0,7,6,4.0,0,5.0,2,Yes,57963.0,4830.0,3.0,4.0,3,3,2,3,Yes
1260,27,Male,Divorced,IT Support,Network Engineer,Bachelor's,Human Resources,Travel_Rarely,3,5,6,4,0.0,2,5.0,0,No,61563.0,5130.0,1.0,3.0,2,4,4,3,No
1261,36,Female,Married,HR,Training Specialist,Bachelor's,Other,Travel_Rarely,6,9,13,12,3.0,4,6.0,1,Yes,65974.0,5497.0,1.0,4.0,1,2,1,3,Yes
1262,40,Female,Single,Operations,Supply Chain Executive,Bachelor's,Human Resources,Travel_Rarely,32,2,6,0,0.0,0,6.0,1,No,56877.0,4739.0,3.0,2.0,2,3,3,3,No
1263,28,Male,Married,IT Support,Network Engineer,Bachelor's,Medical,Travel_Frequently,7,9,3,0,0.0,0,5.0,0,No,62384.0,5198.0,4.0,4.0,1,1,2,3,Yes
1264,33,Female,Married,IT Support,Network Engineer,Master's,Marketing,Non-Travel,7,0,4,1,1.0,0,,0,No,77126.0,6427.0,1.0,2.0,2,3,1,3,No
1265,26,Male,Single,Sales,Sales Executive,Master's,Human Resources,Travel_Rarely,17,1,1,0,0.0,0,1.0,0,No,56238.0,4686.0,1.0,4.0,3,2,2,4,No
1266,22,Female,Married,Sales,Sales Executive,Master's,Marketing,Travel_Frequently,5,0,4,6,0.0,2,4.0,1,No,74949.0,6245.0,3.0,4.0,2,2,4,3,No
1267,30,Male,Married,Finance,Finance Manager,Bachelor's,Medical,Travel_Rarely,1,0,4,1,1.0,1,1.0,0,No,80502.0,6708.0,3.0,2.0,3,1,1,3,No
1268,41,Female,Single,Sales,Sales Representative,PhD,Technical Degree,Travel_Rarely,37,3,7,4,4.0,0,3.0,0,No,84288.0,7024.0,3.0,2.0,1,3,2,3,No
1269,43,Female,Married,IT Support,Support Specialist,Bachelor's,Life Sciences,Travel_Rarely,4,0,6,3,3.0,1,2.0,0,Yes,62333.0,5194.0,3.0,3.0,3,4,2,4,No
1270,35,Male,Single,Legal,Legal Executive,Master's,Technical Degree,Non-Travel,14,2,4,2,0.0,2,0.0,0,No,86499.0,,1.0,2.0,1,3,3,3,Yes
1271,46,Female,Divorced,Legal,Compliance Officer,Bachelor's,Marketing,Travel_Rarely,7,0,9,2,2.0,2,4.0,1,No,84402.0,7033.0,1.0,3.0,1,2,1,3,Yes
1272,40,Male,Married,Finance,Auditor,Master's,Life Sciences,Travel_Frequently,1,0,8,4,4.0,0,3.0,0,No,112123.0,9343.0,2.0,1.0,2,4,1,3,No
1273,27,Male,Single,Operations,Operations Analyst,Master's,Life Sciences,Travel_Rarely,12,0,7,2,2.0,2,0.0,0,No,62413.0,5201.0,2.0,,1,2,1,3,Yes
1274,39,Male,Married,Engineering,DevOps Engineer,Master's,Life Sciences,Travel_Rarely,1,5,21,20,9.0,3,2.0,3,No,137083.0,11423.0,2.0,3.0,1,2,2,3,No
1275,25,Male,Single,Sales,Sales Executive,Bachelor's,Medical,Non-Travel,2,1,0,0,0.0,0,0.0,1,Yes,57038.0,4753.0,3.0,4.0,2,1,4,3,Yes
1276,33,Female,Single,Finance,Auditor,Bachelor's,Medical,Travel_Rarely,11,0,15,16,4.0,5,3.0,0,No,94644.0,7887.0,2.0,1.0,2,4,3,4,No
1277,47,Female,Married,IT Support,Systems Analyst,Master's,Human Resources,Non-Travel,6,0,6,2,0.0,2,5.0,0,No,84548.0,7045.0,1.0,4.0,2,4,2,3,Yes
1278,34,Male,Divorced,Engineering,Software Engineer,Master's,Medical,Non-Travel,3,1,1,0,0.0,0,,1,No,79047.0,6587.0,4.0,2.0,1,1,4,3,Yes
1279,42,Female,Divorced,Marketing,Marketing Analyst,High School,Medical,Travel_Frequently,2,0,9,4,2.0,4,4.0,0,Yes,62701.0,5225.0,4.0,1.0,3,4,3,4,Yes
1280,47,Male,Single,Engineering,Tech Lead,Associate,Medical,Non-Travel,1,4,7,6,0.0,3,5.0,0,No,66309.0,5525.0,4.0,2.0,2,2,2,3,No
1281,41,Male,Single,Operations,Logistics Coordinator,Master's,Technical Degree,Non-Travel,4,0,7,1,0.0,1,2.0,2,No,64483.0,5373.0,4.0,3.0,2,4,3,4,No
1282,31,Male,Married,IT Support,Network Engineer,Master's,Human Resources,Travel_Rarely,13,3,10,6,2.0,6,2.0,1,Yes,91687.0,7640.0,3.0,3.0,4,4,4,1,No
1283,25,Male,Divorced,Finance,Financial Analyst,Bachelor's,Medical,Non-Travel,4,0,7,10,,0,2.0,2,Yes,77257.0,6438.0,,2.0,1,1,4,3,Yes
1284,43,Male,Married,Finance,Finance Manager,Associate,Technical Degree,Travel_Rarely,4,0,7,2,1.0,2,3.0,0,No,63512.0,5292.0,4.0,2.0,4,1,3,2,Yes
1285,38,Female,Divorced,Operations,Supply Chain Executive,Master's,Technical Degree,Non-Travel,10,4,8,1,1.0,1,4.0,0,No,79042.0,6586.0,2.0,1.0,4,1,3,3,Yes
1286,37,Female,Divorced,Marketing,Marketing Manager,Associate,Other,Travel_Rarely,2,5,19,18,2.0,1,3.0,1,No,84603.0,7050.0,1.0,2.0,4,3,4,3,Yes
1287,39,Female,Married,IT Support,Network Engineer,Associate,Human Resources,Non-Travel,3,4,10,3,0.0,0,4.0,3,Yes,63121.0,5260.0,2.0,4.0,2,4,4,3,No
1288,30,Female,Married,Marketing,Marketing Analyst,Bachelor's,Technical Degree,Travel_Rarely,20,4,0,0,0.0,0,5.0,0,No,50137.0,4178.0,1.0,,4,3,3,3,Yes
1289,44,Male,Divorced,Operations,Logistics Coordinator,Master's,Technical Degree,Non-Travel,3,1,16,10,2.0,2,1.0,2,No,92521.0,7710.0,3.0,2.0,1,1,1,3,No
1290,51,Female,Married,Sales,Account Manager,Master's,Life Sciences,Non-Travel,16,2,6,1,1.0,1,5.0,1,No,62366.0,5197.0,2.0,2.0,2,3,4,3,Yes
1291,38,Male,Married,Sales,Account Manager,Bachelor's,Marketing,Travel_Rarely,1,6,14,7,6.0,0,5.0,0,No,74295.0,6191.0,1.0,4.0,1,1,4,4,Yes
1292,41,Male,Divorced,Finance,Auditor,Bachelor's,Technical Degree,Travel_Rarely,8,2,8,2,2.0,2,2.0,0,No,80213.0,6684.0,1.0,2.0,2,4,1,2,No
1293,50,Female,Married,HR,HR Executive,Bachelor's,Marketing,Non-Travel,31,0,7,1,0.0,0,1.0,0,No,61251.0,5104.0,3.0,1.0,3,4,1,4,No
1294,42,Male,Married,HR,HR Executive,Master's,Human Resources,Travel_Rarely,1,0,3,1,1.0,1,4.0,1,Yes,64411.0,5367.0,4.0,3.0,3,4,2,3,Yes
